id,assignmentId,startTime,endTime,boxer,punchType,hand,target,visibilityFlags,knockdown,punchQuality,cam,stance,landed,punchResult,defenseType,labeledBy,labeledByEmail,fightTitle,createdAt,updatedAt,videoTitle,assignmentStatus,assignmentLabelType,originalLabelerEmail
cmkh1hpdo005zie045fmjx8md,cmkgqhspk0012ky04emsk81nx,01:01.86,01:02.42,Boxer A,Hook,Left,Head,Full Body,FALSE,1,CAM 1,Southpaw,FALSE,Missed,,cmja0k21v0000gs04a73l70io,olly@boxraw.com,Junto Nakatani v Sebastian Hernandez - R11,2026-01-16T15:34:47.470Z,2026-01-16T15:34:47.470Z,Junto Nakatani v Sebastian Hernandez - R11,SUBMITTED,OFFENSE,olly@boxraw.com
cmkh1hpdk002uie049b1bv2l3,cmkgqhspk0012ky04emsk81nx,01:02.46,01:02.86,Boxer B,Uppercut,Left,Head,Trajectory;Forward/Profile;Full Body;Origin,FALSE,1,CAM 1,Orthodox,FALSE,Missed,,cmja0k21v0000gs04a73l70io,olly@boxraw.com,Junto Nakatani v Sebastian Hernandez - R11,2026-01-16T15:34:47.470Z,2026-01-16T15:34:47.470Z,Junto Nakatani v Sebastian Hernandez - R11,SUBMITTED,OFFENSE,olly@boxraw.com
cmkh1hpdo005yie04if1lvwcd,cmkgqhspk0012ky04emsk81nx,01:02.67,01:03.07,Boxer A,Hook,Right,Head,Forward/Profile;Origin;Trajectory,FALSE,1,CAM 2,Southpaw,FALSE,Missed,,cmja0k21v0000gs04a73l70io,olly@boxraw.com,Junto Nakatani v Sebastian Hernandez - R11,2026-01-16T15:34:47.470Z,2026-01-16T15:34:47.470Z,Junto Nakatani v Sebastian Hernandez - R11,SUBMITTED,OFFENSE,olly@boxraw.com
cmkh1hpdo005xie04o98cf06j,cmkgqhspk0012ky04emsk81nx,01:03.00,01:03.48,Boxer A,Uppercut,Left,Body,Full Body,FALSE,1,CAM 1,Southpaw,TRUE,Landed,,cmja0k21v0000gs04a73l70io,olly@boxraw.com,Junto Nakatani v Sebastian Hernandez - R11,2026-01-16T15:34:47.470Z,2026-01-16T15:34:47.470Z,Junto Nakatani v Sebastian Hernandez - R11,SUBMITTED,OFFENSE,olly@boxraw.com
cmkh1hpdk002tie045qm3t4bt,cmkgqhspk0012ky04emsk81nx,01:03.28,01:03.86,Boxer B,Hook,Left,Body,Trajectory;Full Body;Origin;Impact,FALSE,1,CAM 2,Orthodox,FALSE,Defended,Guard,cmja0k21v0000gs04a73l70io,olly@boxraw.com,Junto Nakatani v Sebastian Hernandez - R11,2026-01-16T15:34:47.470Z,2026-01-16T15:34:47.470Z,Junto Nakatani v Sebastian Hernandez - R11,SUBMITTED,OFFENSE,olly@boxraw.com
cmkh1hpdk002sie04acnrczp1,cmkgqhspk0012ky04emsk81nx,01:04.10,01:04.64,Boxer B,Hook,Left,Head,Full Body;Origin;Trajectory,FALSE,1,CAM 2,Orthodox,FALSE,Missed,,cmja0k21v0000gs04a73l70io,olly@boxraw.com,Junto Nakatani v Sebastian Hernandez - R11,2026-01-16T15:34:47.470Z,2026-01-16T15:34:47.470Z,Junto Nakatani v Sebastian Hernandez - R11,SUBMITTED,OFFENSE,olly@boxraw.com
cmkh1hpdo005wie04nfhpr94d,cmkgqhspk0012ky04emsk81nx,01:04.59,01:05.03,Boxer A,Jab,Right,Head,Forward/Profile;Origin;Trajectory;Impact,FALSE,1,CAM 2,Southpaw,TRUE,Landed,,cmja0k21v0000gs04a73l70io,olly@boxraw.com,Junto Nakatani v Sebastian Hernandez - R11,2026-01-16T15:34:47.470Z,2026-01-16T15:34:47.470Z,Junto Nakatani v Sebastian Hernandez - R11,SUBMITTED,OFFENSE,olly@boxraw.com
cmkh1hpdo005vie042wvmusvh,cmkgqhspk0012ky04emsk81nx,01:05.13,01:05.43,Boxer A,Jab,Right,Head,Forward/Profile;Origin;Trajectory;Full Body,FALSE,1,CAM 2,Southpaw,TRUE,Landed,,cmja0k21v0000gs04a73l70io,olly@boxraw.com,Junto Nakatani v Sebastian Hernandez - R11,2026-01-16T15:34:47.470Z,2026-01-16T15:34:47.470Z,Junto Nakatani v Sebastian Hernandez - R11,SUBMITTED,OFFENSE,olly@boxraw.com
cmkh1hpdn005uie040o0olz52,cmkgqhspk0012ky04emsk81nx,01:06.92,01:07.40,Boxer A,Jab,Right,Head,Origin;Trajectory,FALSE,1,CAM 2,Southpaw,TRUE,Landed,,cmja0k21v0000gs04a73l70io,olly@boxraw.com,Junto Nakatani v Sebastian Hernandez - R11,2026-01-16T15:34:47.470Z,2026-01-16T15:34:47.470Z,Junto Nakatani v Sebastian Hernandez - R11,SUBMITTED,OFFENSE,olly@boxraw.com
cmkh1hpdn005tie04iz57h9ty,cmkgqhspk0012ky04emsk81nx,01:07.38,01:07.76,Boxer A,Jab,Right,Head,Full Body,FALSE,1,CAM 2,Southpaw,FALSE,Unseen,,cmja0k21v0000gs04a73l70io,olly@boxraw.com,Junto Nakatani v Sebastian Hernandez - R11,2026-01-16T15:34:47.470Z,2026-01-16T15:34:47.470Z,Junto Nakatani v Sebastian Hernandez - R11,SUBMITTED,OFFENSE,olly@boxraw.com
cmkh1hpdn005sie04j6wgom20,cmkgqhspk0012ky04emsk81nx,01:07.71,01:08.11,Boxer A,Cross,Left,Head,Full Body;Origin,FALSE,1,CAM 1,Southpaw,TRUE,Landed,,cmja0k21v0000gs04a73l70io,olly@boxraw.com,Junto Nakatani v Sebastian Hernandez - R11,2026-01-16T15:34:47.470Z,2026-01-16T15:34:47.470Z,Junto Nakatani v Sebastian Hernandez - R11,SUBMITTED,OFFENSE,olly@boxraw.com
cmkh1hpdk002rie04i5hom48g,cmkgqhspk0012ky04emsk81nx,01:08.14,01:08.60,Boxer B,Hook,Left,Head,Full Body;Origin;Forward/Profile;Trajectory;Impact,FALSE,1,CAM 2,Orthodox,FALSE,Defended,Guard,cmja0k21v0000gs04a73l70io,olly@boxraw.com,Junto Nakatani v Sebastian Hernandez - R11,2026-01-16T15:34:47.470Z,2026-01-16T15:34:47.470Z,Junto Nakatani v Sebastian Hernandez - R11,SUBMITTED,OFFENSE,olly@boxraw.com
cmkh1hpdn005rie04ebyrg6bl,cmkgqhspk0012ky04emsk81nx,01:08.44,01:08.82,Boxer A,Cross,Left,Head,Full Body;Trajectory,FALSE,1,CAM 2,Southpaw,TRUE,Landed,,cmja0k21v0000gs04a73l70io,olly@boxraw.com,Junto Nakatani v Sebastian Hernandez - R11,2026-01-16T15:34:47.470Z,2026-01-16T15:34:47.470Z,Junto Nakatani v Sebastian Hernandez - R11,SUBMITTED,OFFENSE,olly@boxraw.com
cmkh1hpdk002qie041e7r0lwm,cmkgqhspk0012ky04emsk81nx,01:08.68,01:09.34,Boxer B,Hook,Left,Head,Full Body;Origin;Forward/Profile;Trajectory,FALSE,1,CAM 2,Orthodox,FALSE,Missed,,cmja0k21v0000gs04a73l70io,olly@boxraw.com,Junto Nakatani v Sebastian Hernandez - R11,2026-01-16T15:34:47.470Z,2026-01-16T15:34:47.470Z,Junto Nakatani v Sebastian Hernandez - R11,SUBMITTED,OFFENSE,olly@boxraw.com
cmkh1hpdn005qie049op7g1di,cmkgqhspk0012ky04emsk81nx,01:09.20,01:09.56,Boxer A,Jab,Right,Head,Full Body;Origin;Trajectory,FALSE,1,CAM 2,Southpaw,FALSE,Missed,,cmja0k21v0000gs04a73l70io,olly@boxraw.com,Junto Nakatani v Sebastian Hernandez - R11,2026-01-16T15:34:47.470Z,2026-01-16T15:34:47.470Z,Junto Nakatani v Sebastian Hernandez - R11,SUBMITTED,OFFENSE,olly@boxraw.com
cmkh1hpdn005pie046iletepq,cmkgqhspk0012ky04emsk81nx,01:09.56,01:09.84,Boxer A,Cross,Left,Head,Full Body;Trajectory,FALSE,1,CAM 2,Southpaw,FALSE,Missed,,cmja0k21v0000gs04a73l70io,olly@boxraw.com,Junto Nakatani v Sebastian Hernandez - R11,2026-01-16T15:34:47.470Z,2026-01-16T15:34:47.470Z,Junto Nakatani v Sebastian Hernandez - R11,SUBMITTED,OFFENSE,olly@boxraw.com
cmkh1hpdk002pie04x83avim4,cmkgqhspk0012ky04emsk81nx,01:09.90,01:10.36,Boxer B,Hook,Left,Body,Full Body;Origin;Trajectory,FALSE,1,CAM 2,Orthodox,FALSE,Defended,Guard,cmja0k21v0000gs04a73l70io,olly@boxraw.com,Junto Nakatani v Sebastian Hernandez - R11,2026-01-16T15:34:47.470Z,2026-01-16T15:34:47.470Z,Junto Nakatani v Sebastian Hernandez - R11,SUBMITTED,OFFENSE,olly@boxraw.com
cmkh1hpdk002oie04nckkggst,cmkgqhspk0012ky04emsk81nx,01:10.46,01:11.00,Boxer B,Hook,Left,Head,Full Body;Origin;Trajectory,FALSE,1,CAM 2,Orthodox,FALSE,Missed,,cmja0k21v0000gs04a73l70io,olly@boxraw.com,Junto Nakatani v Sebastian Hernandez - R11,2026-01-16T15:34:47.470Z,2026-01-16T15:34:47.470Z,Junto Nakatani v Sebastian Hernandez - R11,SUBMITTED,OFFENSE,olly@boxraw.com
cmkh1hpdn005oie044ayr996g,cmkgqhspk0012ky04emsk81nx,01:10.72,01:11.16,Boxer A,Jab,Right,Head,Full Body;Forward/Profile;Trajectory,FALSE,1,CAM 2,Southpaw,FALSE,Unseen,,cmja0k21v0000gs04a73l70io,olly@boxraw.com,Junto Nakatani v Sebastian Hernandez - R11,2026-01-16T15:34:47.470Z,2026-01-16T15:34:47.470Z,Junto Nakatani v Sebastian Hernandez - R11,SUBMITTED,OFFENSE,olly@boxraw.com
cmkh1hpdn005nie04cwbac033,cmkgqhspk0012ky04emsk81nx,01:11.16,01:11.42,Boxer A,Cross,Left,Head,Full Body;Forward/Profile;Trajectory,FALSE,1,CAM 2,Southpaw,FALSE,Missed,,cmja0k21v0000gs04a73l70io,olly@boxraw.com,Junto Nakatani v Sebastian Hernandez - R11,2026-01-16T15:34:47.470Z,2026-01-16T15:34:47.470Z,Junto Nakatani v Sebastian Hernandez - R11,SUBMITTED,OFFENSE,olly@boxraw.com
cmkh1hpdk002nie04axyi4sp3,cmkgqhspk0012ky04emsk81nx,01:11.43,01:11.87,Boxer B,Hook,Left,Body,Full Body;Origin;Trajectory,FALSE,1,CAM 2,Orthodox,FALSE,Missed,,cmja0k21v0000gs04a73l70io,olly@boxraw.com,Junto Nakatani v Sebastian Hernandez - R11,2026-01-16T15:34:47.470Z,2026-01-16T15:34:47.470Z,Junto Nakatani v Sebastian Hernandez - R11,SUBMITTED,OFFENSE,olly@boxraw.com
cmkh1hpdk002mie048p48em5b,cmkgqhspk0012ky04emsk81nx,01:12.01,01:12.49,Boxer B,Uppercut,Left,Head,Origin;Trajectory,FALSE,1,CAM 2,Orthodox,TRUE,Landed,,cmja0k21v0000gs04a73l70io,olly@boxraw.com,Junto Nakatani v Sebastian Hernandez - R11,2026-01-16T15:34:47.470Z,2026-01-16T15:34:47.470Z,Junto Nakatani v Sebastian Hernandez - R11,SUBMITTED,OFFENSE,olly@boxraw.com
cmkh1hpdk002lie045thvdbne,cmkgqhspk0012ky04emsk81nx,01:12.78,01:13.14,Boxer B,Uppercut,Left,Head,Origin;Trajectory,FALSE,1,CAM 2,Orthodox,TRUE,Landed,,cmja0k21v0000gs04a73l70io,olly@boxraw.com,Junto Nakatani v Sebastian Hernandez - R11,2026-01-16T15:34:47.470Z,2026-01-16T15:34:47.470Z,Junto Nakatani v Sebastian Hernandez - R11,SUBMITTED,OFFENSE,olly@boxraw.com
cmkh1hpdk002kie04y4btlkv5,cmkgqhspk0012ky04emsk81nx,01:13.14,01:13.64,Boxer B,Screwshot,Left,Head,Origin;Trajectory;Forward/Profile,FALSE,1,CAM 1,Orthodox,FALSE,Defended,Slip,cmja0k21v0000gs04a73l70io,olly@boxraw.com,Junto Nakatani v Sebastian Hernandez - R11,2026-01-16T15:34:47.470Z,2026-01-16T15:34:47.470Z,Junto Nakatani v Sebastian Hernandez - R11,SUBMITTED,OFFENSE,olly@boxraw.com
cmkh1hpdn005mie04uj1fti7g,cmkgqhspk0012ky04emsk81nx,01:13.27,01:13.83,Boxer A,Uppercut,Left,Head,Full Body,FALSE,1,CAM 1,Southpaw,TRUE,Landed,,cmja0k21v0000gs04a73l70io,olly@boxraw.com,Junto Nakatani v Sebastian Hernandez - R11,2026-01-16T15:34:47.470Z,2026-01-16T15:34:47.470Z,Junto Nakatani v Sebastian Hernandez - R11,SUBMITTED,OFFENSE,olly@boxraw.com
cmkh1hpdk002jie04gazxpuo5,cmkgqhspk0012ky04emsk81nx,01:14.37,01:14.91,Boxer B,Uppercut,Left,Body,Origin;Trajectory,FALSE,1,CAM 2,Orthodox,FALSE,Defended,Guard,cmja0k21v0000gs04a73l70io,olly@boxraw.com,Junto Nakatani v Sebastian Hernandez - R11,2026-01-16T15:34:47.470Z,2026-01-16T15:34:47.470Z,Junto Nakatani v Sebastian Hernandez - R11,SUBMITTED,OFFENSE,olly@boxraw.com
cmkh1hpdj002iie04exrcr3dt,cmkgqhspk0012ky04emsk81nx,01:15.13,01:15.67,Boxer B,Uppercut,Right,Head,,FALSE,1,CAM 2,Orthodox,FALSE,Unseen,,cmja0k21v0000gs04a73l70io,olly@boxraw.com,Junto Nakatani v Sebastian Hernandez - R11,2026-01-16T15:34:47.470Z,2026-01-16T15:34:47.470Z,Junto Nakatani v Sebastian Hernandez - R11,SUBMITTED,OFFENSE,olly@boxraw.com
cmkh1hpdj002hie04hdpt8uv8,cmkgqhspk0012ky04emsk81nx,01:15.67,01:16.19,Boxer B,Uppercut,Left,Body,Full Body;Origin;Trajectory,FALSE,1,CAM 2,Orthodox,FALSE,Missed,,cmja0k21v0000gs04a73l70io,olly@boxraw.com,Junto Nakatani v Sebastian Hernandez - R11,2026-01-16T15:34:47.470Z,2026-01-16T15:34:47.470Z,Junto Nakatani v Sebastian Hernandez - R11,SUBMITTED,OFFENSE,olly@boxraw.com
cmkh1hpdj002gie04essxmeec,cmkgqhspk0012ky04emsk81nx,01:17.25,01:17.75,Boxer B,Uppercut,Left,Head,Full Body,FALSE,1,CAM 2,Orthodox,FALSE,Missed,,cmja0k21v0000gs04a73l70io,olly@boxraw.com,Junto Nakatani v Sebastian Hernandez - R11,2026-01-16T15:34:47.470Z,2026-01-16T15:34:47.470Z,Junto Nakatani v Sebastian Hernandez - R11,SUBMITTED,OFFENSE,olly@boxraw.com
cmkh1hpdj002fie048qc5zjn3,cmkgqhspk0012ky04emsk81nx,01:19.24,01:19.66,Boxer B,Jab,Left,Head,Full Body;Origin;Trajectory;Impact,FALSE,1,CAM 1,Orthodox,FALSE,Defended,Duck,cmja0k21v0000gs04a73l70io,olly@boxraw.com,Junto Nakatani v Sebastian Hernandez - R11,2026-01-16T15:34:47.470Z,2026-01-16T15:34:47.470Z,Junto Nakatani v Sebastian Hernandez - R11,SUBMITTED,OFFENSE,olly@boxraw.com
cmkh1hpdj002eie04oupwn1bn,cmkgqhspk0012ky04emsk81nx,01:21.24,01:21.66,Boxer B,Uppercut,Left,Head,Full Body,FALSE,1,CAM 1,Orthodox,FALSE,Missed,,cmja0k21v0000gs04a73l70io,olly@boxraw.com,Junto Nakatani v Sebastian Hernandez - R11,2026-01-16T15:34:47.470Z,2026-01-16T15:34:47.470Z,Junto Nakatani v Sebastian Hernandez - R11,SUBMITTED,OFFENSE,olly@boxraw.com
cmkh1hpdj002die043u4z2de9,cmkgqhspk0012ky04emsk81nx,01:22.31,01:22.77,Boxer B,Uppercut,Left,Head,Full Body;Origin;Trajectory,FALSE,1,CAM 1,Orthodox,TRUE,Landed,,cmja0k21v0000gs04a73l70io,olly@boxraw.com,Junto Nakatani v Sebastian Hernandez - R11,2026-01-16T15:34:47.470Z,2026-01-16T15:34:47.470Z,Junto Nakatani v Sebastian Hernandez - R11,SUBMITTED,OFFENSE,olly@boxraw.com
cmkh1hpdj002cie04e8g9xcqg,cmkgqhspk0012ky04emsk81nx,01:22.79,01:23.29,Boxer B,Hook,Left,Head,Full Body;Origin;Trajectory,FALSE,1,CAM 1,Orthodox,TRUE,Landed,,cmja0k21v0000gs04a73l70io,olly@boxraw.com,Junto Nakatani v Sebastian Hernandez - R11,2026-01-16T15:34:47.470Z,2026-01-16T15:34:47.470Z,Junto Nakatani v Sebastian Hernandez - R11,SUBMITTED,OFFENSE,olly@boxraw.com
cmkh1hpdn005lie049oomepta,cmkgqhspk0012ky04emsk81nx,01:23.28,01:23.64,Boxer A,Uppercut,Left,Head,Full Body;Forward/Profile;Trajectory,FALSE,1,CAM 1,Southpaw,FALSE,Missed,,cmja0k21v0000gs04a73l70io,olly@boxraw.com,Junto Nakatani v Sebastian Hernandez - R11,2026-01-16T15:34:47.470Z,2026-01-16T15:34:47.470Z,Junto Nakatani v Sebastian Hernandez - R11,SUBMITTED,OFFENSE,olly@boxraw.com
cmkh1hpdj002bie04djw4toqa,cmkgqhspk0012ky04emsk81nx,01:23.40,01:23.72,Boxer B,Uppercut,Left,Head,Full Body;Origin,FALSE,1,CAM 1,Orthodox,FALSE,Missed,,cmja0k21v0000gs04a73l70io,olly@boxraw.com,Junto Nakatani v Sebastian Hernandez - R11,2026-01-16T15:34:47.470Z,2026-01-16T15:34:47.470Z,Junto Nakatani v Sebastian Hernandez - R11,SUBMITTED,OFFENSE,olly@boxraw.com
cmkh1hpdj002aie04dgiesmxf,cmkgqhspk0012ky04emsk81nx,01:23.96,01:24.40,Boxer B,Hook,Left,Head,Full Body;Origin;Trajectory,FALSE,1,CAM 1,Orthodox,FALSE,Defended,Guard,cmja0k21v0000gs04a73l70io,olly@boxraw.com,Junto Nakatani v Sebastian Hernandez - R11,2026-01-16T15:34:47.470Z,2026-01-16T15:34:47.470Z,Junto Nakatani v Sebastian Hernandez - R11,SUBMITTED,OFFENSE,olly@boxraw.com
cmkh1hpdj0029ie04xvg6ijxw,cmkgqhspk0012ky04emsk81nx,01:24.51,01:25.05,Boxer B,Hook,Left,Body,Full Body;Origin;Trajectory,FALSE,1,CAM 1,Orthodox,FALSE,Defended,Guard,cmja0k21v0000gs04a73l70io,olly@boxraw.com,Junto Nakatani v Sebastian Hernandez - R11,2026-01-16T15:34:47.470Z,2026-01-16T15:34:47.470Z,Junto Nakatani v Sebastian Hernandez - R11,SUBMITTED,OFFENSE,olly@boxraw.com
cmkh1hpdj0028ie041iri0jk7,cmkgqhspk0012ky04emsk81nx,01:25.06,01:25.52,Boxer B,Uppercut,Left,Head,Full Body;Origin;Trajectory,FALSE,1,CAM 1,Orthodox,FALSE,Unseen,,cmja0k21v0000gs04a73l70io,olly@boxraw.com,Junto Nakatani v Sebastian Hernandez - R11,2026-01-16T15:34:47.470Z,2026-01-16T15:34:47.470Z,Junto Nakatani v Sebastian Hernandez - R11,SUBMITTED,OFFENSE,olly@boxraw.com
cmkh1hpdj0027ie041g4fxs8e,cmkgqhspk0012ky04emsk81nx,01:25.81,01:26.31,Boxer B,Hook,Left,Head,Full Body;Origin;Trajectory,FALSE,1,CAM 1,Orthodox,TRUE,Landed,,cmja0k21v0000gs04a73l70io,olly@boxraw.com,Junto Nakatani v Sebastian Hernandez - R11,2026-01-16T15:34:47.470Z,2026-01-16T15:34:47.470Z,Junto Nakatani v Sebastian Hernandez - R11,SUBMITTED,OFFENSE,olly@boxraw.com
cmkh1hpdj0026ie04k8ijkkh3,cmkgqhspk0012ky04emsk81nx,01:26.38,01:26.72,Boxer B,Jab,Left,Head,Full Body;Trajectory,FALSE,1,CAM 2,Orthodox,FALSE,Defended,Duck,cmja0k21v0000gs04a73l70io,olly@boxraw.com,Junto Nakatani v Sebastian Hernandez - R11,2026-01-16T15:34:47.470Z,2026-01-16T15:34:47.470Z,Junto Nakatani v Sebastian Hernandez - R11,SUBMITTED,OFFENSE,olly@boxraw.com
cmkh1hpdn005kie04gphi0t4j,cmkgqhspk0012ky04emsk81nx,01:26.58,01:27.06,Boxer A,Uppercut,Right,Head,Full Body;Forward/Profile;Origin,FALSE,1,CAM 2,Orthodox,FALSE,Missed,,cmja0k21v0000gs04a73l70io,olly@boxraw.com,Junto Nakatani v Sebastian Hernandez - R11,2026-01-16T15:34:47.470Z,2026-01-16T15:34:47.470Z,Junto Nakatani v Sebastian Hernandez - R11,SUBMITTED,OFFENSE,olly@boxraw.com
cmkh1hpdj0025ie049xad7343,cmkgqhspk0012ky04emsk81nx,01:28.29,01:28.85,Boxer B,Jab,Left,Head,Full Body;Trajectory;Forward/Profile;Origin,FALSE,1,CAM 2,Orthodox,FALSE,Defended,Slip,cmja0k21v0000gs04a73l70io,olly@boxraw.com,Junto Nakatani v Sebastian Hernandez - R11,2026-01-16T15:34:47.470Z,2026-01-16T15:34:47.470Z,Junto Nakatani v Sebastian Hernandez - R11,SUBMITTED,OFFENSE,olly@boxraw.com
cmkh1hpdn005jie0482172nfs,cmkgqhspk0012ky04emsk81nx,01:30.34,01:30.68,Boxer A,Jab,Right,Head,Full Body;Forward/Profile;Origin;Trajectory,FALSE,1,CAM 2,Southpaw,TRUE,Landed,,cmja0k21v0000gs04a73l70io,olly@boxraw.com,Junto Nakatani v Sebastian Hernandez - R11,2026-01-16T15:34:47.470Z,2026-01-16T15:34:47.470Z,Junto Nakatani v Sebastian Hernandez - R11,SUBMITTED,OFFENSE,olly@boxraw.com
cmkh1hpdn005iie04ndnggw6l,cmkgqhspk0012ky04emsk81nx,01:30.87,01:31.15,Boxer A,Jab,Right,Head,Full Body;Forward/Profile;Origin;Trajectory,FALSE,1,CAM 2,Southpaw,FALSE,Defended,Slip,cmja0k21v0000gs04a73l70io,olly@boxraw.com,Junto Nakatani v Sebastian Hernandez - R11,2026-01-16T15:34:47.470Z,2026-01-16T15:34:47.470Z,Junto Nakatani v Sebastian Hernandez - R11,SUBMITTED,OFFENSE,olly@boxraw.com
cmkh1hpdj0024ie04ia8aca1j,cmkgqhspk0012ky04emsk81nx,01:31.68,01:31.98,Boxer B,Jab,Left,Head,Full Body;Trajectory,FALSE,1,CAM 2,Orthodox,FALSE,Missed,,cmja0k21v0000gs04a73l70io,olly@boxraw.com,Junto Nakatani v Sebastian Hernandez - R11,2026-01-16T15:34:47.470Z,2026-01-16T15:34:47.470Z,Junto Nakatani v Sebastian Hernandez - R11,SUBMITTED,OFFENSE,olly@boxraw.com
cmkh1hpdn005hie04ibhmed6r,cmkgqhspk0012ky04emsk81nx,01:32.13,01:32.41,Boxer A,Jab,Right,Head,Full Body;Forward/Profile;Origin;Trajectory,FALSE,1,CAM 2,Southpaw,FALSE,Missed,,cmja0k21v0000gs04a73l70io,olly@boxraw.com,Junto Nakatani v Sebastian Hernandez - R11,2026-01-16T15:34:47.470Z,2026-01-16T15:34:47.470Z,Junto Nakatani v Sebastian Hernandez - R11,SUBMITTED,OFFENSE,olly@boxraw.com
cmkh1hpdn005gie04ypsoq85p,cmkgqhspk0012ky04emsk81nx,01:32.44,01:32.80,Boxer A,Jab,Right,Head,Full Body;Forward/Profile;Origin,FALSE,1,CAM 2,Southpaw,TRUE,Landed,,cmja0k21v0000gs04a73l70io,olly@boxraw.com,Junto Nakatani v Sebastian Hernandez - R11,2026-01-16T15:34:47.470Z,2026-01-16T15:34:47.470Z,Junto Nakatani v Sebastian Hernandez - R11,SUBMITTED,OFFENSE,olly@boxraw.com
cmkh1hpdj0023ie04yzwafptq,cmkgqhspk0012ky04emsk81nx,01:32.96,01:33.28,Boxer B,Jab,Left,Head,Full Body,FALSE,1,CAM 2,Orthodox,TRUE,Landed,,cmja0k21v0000gs04a73l70io,olly@boxraw.com,Junto Nakatani v Sebastian Hernandez - R11,2026-01-16T15:34:47.470Z,2026-01-16T15:34:47.470Z,Junto Nakatani v Sebastian Hernandez - R11,SUBMITTED,OFFENSE,olly@boxraw.com
cmkh1hpdj0022ie04sxg0z2wx,cmkgqhspk0012ky04emsk81nx,01:33.57,01:33.89,Boxer B,Uppercut,Left,Head,Full Body;Trajectory,FALSE,1,CAM 1,Orthodox,FALSE,Missed,,cmja0k21v0000gs04a73l70io,olly@boxraw.com,Junto Nakatani v Sebastian Hernandez - R11,2026-01-16T15:34:47.470Z,2026-01-16T15:34:47.470Z,Junto Nakatani v Sebastian Hernandez - R11,SUBMITTED,OFFENSE,olly@boxraw.com
cmkh1hpdj0021ie046c3vutjn,cmkgqhspk0012ky04emsk81nx,01:34.46,01:34.98,Boxer B,Uppercut,Left,Head,Full Body,FALSE,1,CAM 2,Orthodox,TRUE,Landed,,cmja0k21v0000gs04a73l70io,olly@boxraw.com,Junto Nakatani v Sebastian Hernandez - R11,2026-01-16T15:34:47.470Z,2026-01-16T15:34:47.470Z,Junto Nakatani v Sebastian Hernandez - R11,SUBMITTED,OFFENSE,olly@boxraw.com
cmkh1hpdj0020ie041a3ikiy6,cmkgqhspk0012ky04emsk81nx,01:35.37,01:35.73,Boxer B,Screwshot,Left,Head,Full Body;Trajectory,FALSE,1,CAM 2,Orthodox,FALSE,Missed,,cmja0k21v0000gs04a73l70io,olly@boxraw.com,Junto Nakatani v Sebastian Hernandez - R11,2026-01-16T15:34:47.470Z,2026-01-16T15:34:47.470Z,Junto Nakatani v Sebastian Hernandez - R11,SUBMITTED,OFFENSE,olly@boxraw.com
cmkh1hpdj001zie04o1ztzvrz,cmkgqhspk0012ky04emsk81nx,01:36.06,01:36.54,Boxer B,Hook,Left,Body,Full Body,FALSE,1,CAM 2,Orthodox,FALSE,Defended,Guard,cmja0k21v0000gs04a73l70io,olly@boxraw.com,Junto Nakatani v Sebastian Hernandez - R11,2026-01-16T15:34:47.470Z,2026-01-16T15:34:47.470Z,Junto Nakatani v Sebastian Hernandez - R11,SUBMITTED,OFFENSE,olly@boxraw.com
cmkh1hpdj001yie04yrppgtij,cmkgqhspk0012ky04emsk81nx,01:36.48,01:36.94,Boxer B,Hook,Left,Head,Full Body,FALSE,1,CAM 2,Orthodox,FALSE,Missed,,cmja0k21v0000gs04a73l70io,olly@boxraw.com,Junto Nakatani v Sebastian Hernandez - R11,2026-01-16T15:34:47.470Z,2026-01-16T15:34:47.470Z,Junto Nakatani v Sebastian Hernandez - R11,SUBMITTED,OFFENSE,olly@boxraw.com
cmkh1hpdj001xie049ii8uo0v,cmkgqhspk0012ky04emsk81nx,01:37.50,01:37.88,Boxer B,Jab,Left,Head,Full Body;Forward/Profile;Trajectory,FALSE,1,CAM 1,Orthodox,FALSE,Missed,,cmja0k21v0000gs04a73l70io,olly@boxraw.com,Junto Nakatani v Sebastian Hernandez - R11,2026-01-16T15:34:47.470Z,2026-01-16T15:34:47.470Z,Junto Nakatani v Sebastian Hernandez - R11,SUBMITTED,OFFENSE,olly@boxraw.com
cmkh1hpdj001wie04wdejtulf,cmkgqhspk0012ky04emsk81nx,01:39.76,01:40.20,Boxer B,Jab,Left,Head,Full Body;Forward/Profile;Trajectory;Origin,FALSE,1,CAM 2,Orthodox,FALSE,Missed,,cmja0k21v0000gs04a73l70io,olly@boxraw.com,Junto Nakatani v Sebastian Hernandez - R11,2026-01-16T15:34:47.470Z,2026-01-16T15:34:47.470Z,Junto Nakatani v Sebastian Hernandez - R11,SUBMITTED,OFFENSE,olly@boxraw.com
cmkh1hpdn005fie04990xdn3r,cmkgqhspk0012ky04emsk81nx,01:40.77,01:41.09,Boxer A,Jab,Right,Head,Full Body;Forward/Profile;Origin;Trajectory,FALSE,1,CAM 2,Southpaw,TRUE,Landed,,cmja0k21v0000gs04a73l70io,olly@boxraw.com,Junto Nakatani v Sebastian Hernandez - R11,2026-01-16T15:34:47.470Z,2026-01-16T15:34:47.470Z,Junto Nakatani v Sebastian Hernandez - R11,SUBMITTED,OFFENSE,olly@boxraw.com
